name,orderingType,sourceVendor,status,featuredImageUrl,inventoryUpdated,stock,restockTrigger,lastManualStockCheck,location,checkedOut,numUntilRestock,ytdStockUsed,updatedTime,untilRestock,mondayItemId,productCategoryId,price
TZ- Ways to Say No Without Saying No Card,Staple Item,D5 Office,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1370644707/TZ%20Ways%20to%20Say%20No%20Without%20Saying%20No.JPEG,v,1200,200,2025-07-10,B,,1000,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798486844,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ- Why You're Late,Order as Needed,D5 Office,,,v,1200,0,2025-06-09,B,,1200,,"Pat Boatman Jul 25, 2025 9:40 PM",,9139477583,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ - ABC Bike Check,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2201824662/ABC%20Cards.jpg,v,100,0,2025-06-12,B,,100,,"Pat Boatman Jul 25, 2025 9:40 PM",,9362594112,m172myqrh517m4ez7rfaakzbx97r5da5,0
TZ - Trivia Cards,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2202033289/Trivia.jpg,v,1000,200,2025-06-12,B,0,800,,"Desmond Tatilian Sep 3, 2025 2:28 PM",800,9363228912,m172myqrh517m4ez7rfaakzbx97r5da5,0
SR2S-Guardian Special Edition Trading Cards,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370618822/SR2S-Guardian%20Special%20Edition%20Trading%20Cards.JPEG,v,450,200,2025-07-10,B,100,150,,"Pat Boatman Jul 25, 2025 9:40 PM",250,5798487314,m173gzfeq6153ja15h1xjvszhn7r4yws,0
SR2S-Metro Trading Cards,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370628241/SR2S-Metro%20Trading%20Cards.JPEG,v,260,200,2025-07-10,B,90,-30,,"Pat Boatman Jul 25, 2025 9:40 PM",60,5798487412,m173gzfeq6153ja15h1xjvszhn7r4yws,0
SR2S-Parker Lotte Trading Cards,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370629629/SR2S-Parker%20Lotte%20Trading%20Cards.JPEG,v,300,200,2025-07-10,B,,100,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798487429,m173gzfeq6153ja15h1xjvszhn7r4yws,0
SR2S-Ryder Trading Cards,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1370603056/SR2S-Ryder%20Trading%20Cards.JPEG,v,179,200,2025-07-10,B,,-21,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798486954,m173gzfeq6153ja15h1xjvszhn7r4yws,0
SR2S-Sally DOT Trading Cards,Staple Item,D5 Office,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1370602519/SR2S-Sally%20DOT%20Trading%20Cards.JPEG,v,0,200,2025-07-10,B,,-200,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798487387,m173gzfeq6153ja15h1xjvszhn7r4yws,0
SR2S-Superhero Safety Squad Trading Cards,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1629686009/Image%20(16).jpg,v,706,200,2025-07-10,B,114,392,,"Pat Boatman Jul 25, 2025 9:40 PM",506,6437007030,m173gzfeq6153ja15h1xjvszhn7r4yws,0
SR2S-The Guardian Trading Cards,Staple Item,D5 Office,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1370601853/SR2S-The%20Guardian%20Trading%20Cards.JPEG,v,150,200,2025-07-10,B,,-50,,"Pat Boatman Jul 25, 2025 9:40 PM",,5798487338,m173gzfeq6153ja15h1xjvszhn7r4yws,0
SR2S-The Visionaire Trading Cards,Staple Item,D5 Office,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1370601268/SR2S-The%20Visionaire%20Trading%20Cards.JPEG,v,0,200,2025-07-10,,,-200,,"Pat Boatman Jul 25, 2025 9:41 PM",,5798487360,m173gzfeq6153ja15h1xjvszhn7r4yws,0
SR2S-Walker Trading Cards,Staple Item,D5 Office,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1629687720/Image%20(17).jpg,v,0,200,2025-07-10,,,-200,,"Pat Boatman Sep 10, 2025 3:34 PM",,6564146852,m173gzfeq6153ja15h1xjvszhn7r4yws,0
SR2S-Dusty Trading Card,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/2411263553/Screenshot%202025-09-10%20153521.jpg,,,0,,,,0,,"Pat Boatman Sep 10, 2025 3:35 PM",,10023303764,m173gzfeq6153ja15h1xjvszhn7r4yws,0
Armbands-Alert Today Branded-Blue,Order as Needed,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1384326781/Armband%20blue.jpg,,-10,0,2024-04-02,,,-10,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487518,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Armbands-Alert Today Branded-Color5,Order as Needed,FDOT CO,,,,0,0,,,,0,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487560,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Armbands-Alert Today Branded-Green,Order as Needed,,,,,0,0,,,,0,,"Pat Boatman Jun 13, 2025 2:42 PM",,6564132481,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Armbands-Alert Today Branded-Pink,Order as Needed,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1384326280/Armband%20pink.jpg,,90,0,2024-04-02,,,90,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487416,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Armbands-Alert Today Branded-White,Order as Needed,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1384326465/Armband%20white.jpg,,64,0,2024-04-02,,,64,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487472,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Armbands-Alert Today Branded-Yellow,Order as Needed,FDOT CO,,https://qcausa.monday.com/protected_static/11070499/resources/1384326042/Armband%20yellow.jpg,,0,0,2024-04-02,,,0,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487365,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Bracelet - Orange Work Zone Safety,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/2026692290/Image%20(23).jpg,v,4549,0,2025-05-30,C,476,4073,,"Desmond Tatilian Jul 30, 2025 12:12 PM",4549,7498240866,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Bracelet - RS Glow in the Dark,Order as Needed,,,,,2448,0,,C,,2448,,"Pat Boatman Jul 25, 2025 9:41 PM",,7707235472,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Bracelet - Stop on Red,Order as Needed,,,,,0,0,,,,0,,"Pat Boatman Jun 13, 2025 2:42 PM",,7498233431,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Bracelets - Debossed Color Fill Silicone Wristband,Order as Needed,D5 Office,,,,0,0,2023-12-13,,,0,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487147,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
LED Armbands - TZ Blue,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1629645594/Image%20(4).jpg,v,4648,1200,2025-08-12,C,4154,-706,,"Desmond Tatilian Sep 3, 2025 5:49 PM",3448,5798487124,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
LED Wristbands - TZ Green,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/1629647964/Image%20(3).jpg,v,0,1200,2025-07-29,C,,-1200,,"Pat Boatman Jul 29, 2025 3:24 PM",-1200,7253578432,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Safety Vest - TZ Green and Silver XL,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1805292146/Picture1.png,v,315,200,2025-07-31,D,1795,-1680,,"Desmond Tatilian Jul 31, 2025 11:56 AM",115,5798486895,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Safety Vest - TZ Mesh/Velcro XL,Staple Item,,Needs Restock,"https://qcausa.monday.com/protected_static/11070499/resources/1629681108/Image%20(14).jpg, https://qcausa.monday.com/protected_static/11070499/resources/1629681123/Image%20(15).jpg",v,0,500,2025-07-31,D,140,-640,,"Pat Boatman Jul 31, 2025 11:52 AM",-500,6941500380,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Safety Vest - TZ Yellow and Orange XL,Staple Item,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1384216420/IMG_3679.JPG,v,2054,200,2025-07-31,D,1146,708,,"Desmond Tatilian Sep 3, 2025 3:55 PM",1854,5798487128,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Slap Bracelets - FDOT,Order as Needed,D5 Office,,,,0,0,2023-01-20,,,0,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798486944,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Slap Bracelets - Mobility Week,Order as Needed,D5 Office,,,,0,0,2023-02-24,,,0,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798487039,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
"T-Shirts - ""Safety Doesn't Happen By Accident"" Alert Today White",Order as Needed,D5 Office,,"https://qcausa.monday.com/protected_static/11070499/resources/1629672109/Image%20(13).jpg, https://qcausa.monday.com/protected_static/11070499/resources/1629672111/Image%20(12).jpg",,12,0,2023-10-26,A,,12,,"Pat Boatman Jul 25, 2025 9:41 PM",,5798487141,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
T-Shirts - Green Alert Today Florida Bike Month,Order as Needed,,,"https://qcausa.monday.com/protected_static/11070499/resources/1629672948/Image%20(10).jpg, https://qcausa.monday.com/protected_static/11070499/resources/1629672972/Image%20(11).jpg",,12,0,,A,,12,,"Pat Boatman Jul 25, 2025 9:41 PM",,7270783277,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Target Zero D5 Hats - Purple,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1629635388/Image%20(2).jpg,,16,0,2023-12-13,,,16,,"Pat Boatman Jun 13, 2025 2:42 PM",,5798486873,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Target Zero Hats - White,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629637657/Image%20(1).jpg,,4,0,,,,4,,"Pat Boatman Jun 13, 2025 2:42 PM",,7270671578,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Do Not Disturb Door Hangers (6 styles) ***Remove***,Order as Needed,D5 Office,,,,895,0,2023-09-12,B,,895,,"Pat Boatman Jul 25, 2025 9:42 PM",,5798486950,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Purple Bracelets,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1629802652/Image%20(38).jpg,v,50,0,2025-07-02,A,,50,,"Pat Boatman Jul 25, 2025 9:42 PM",50,5798487313,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Purple T-Shirt - L,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2026655432/Image%20(20).jpg,v,6,20,2025-08-27,A,,-14,,"Pat Boatman Sep 12, 2025 3:16 PM",-14,7569370581,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Purple T-Shirt - M,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2026658712/Image%20(20).jpg,v,3,20,2025-08-27,A,,-17,,"Pat Boatman Sep 12, 2025 3:16 PM",-17,7569366000,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Purple T-Shirt - S,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2026656274/Image%20(20).jpg,v,11,20,2025-08-27,A,,-9,,"Pat Boatman Sep 12, 2025 3:16 PM",-9,7569352292,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Purple T-Shirt - XL,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2026658929/Image%20(20).jpg,v,1,20,2025-08-27,A,,-19,,"Pat Boatman Sep 12, 2025 3:16 PM",-19,7569377457,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Purple T-Shirt - XXL,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2026659103/Image%20(20).jpg,v,6,10,2025-08-27,A,,-4,,"Pat Boatman Sep 12, 2025 3:16 PM",-4,7569423552,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Purple T-Shirt - XXXL,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2026659348/Image%20(20).jpg,v,3,10,2025-08-27,A,1,-8,,"Pat Boatman Sep 12, 2025 3:16 PM",-7,7569447087,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Sunglasses,Staple Item,D5 Office,,"https://qcausa.monday.com/protected_static/11070499/resources/1629664603/Image%20(7).jpg, https://qcausa.monday.com/protected_static/11070499/resources/1629664606/Image%20(6).jpg",v,1250,500,,C,990,-240,,"Desmond Tatilian Sep 3, 2025 1:52 PM",750,5798487436,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Wrist Wallet - Safety Reflective SR2S,Order as Needed,,,https://qcausa.monday.com/protected_static/11070499/resources/1629625807/Image.jpg,,,0,,,,0,,"Pat Boatman Jun 13, 2025 2:42 PM",,7270645684,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
Wrist Wallet - Yellow SR2S,Order as Needed,D5 Office,,https://qcausa.monday.com/protected_static/11070499/resources/1384356519/IMG_3688.JPG,,0,,2024-04-02,,,0,,"Pat Boatman Jul 25, 2025 9:42 PM",,5798486886,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Baseball Shirt - S,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2026743601/Image%20(24).jpg,v,1,10,2025-08-27,,,-9,,"Pat Boatman Sep 12, 2025 3:17 PM",-9,8737408669,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Baseball Shirt - M,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2026746250/Image%20(24).jpg,v,1,10,2025-08-27,,,-9,,"Pat Boatman Sep 12, 2025 3:17 PM",-9,8737412915,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Baseball Shirt - L,Staple Item,,,https://qcausa.monday.com/protected_static/11070499/resources/2026743408/Image%20(24).jpg,v,1,10,2025-08-27,,,-9,,"Pat Boatman Sep 12, 2025 3:17 PM",-9,8737413472,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Baseball Shirt - XL,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2026745799/Image%20(24).jpg,v,5,10,2025-08-27,,,-5,,"Pat Boatman Sep 12, 2025 3:17 PM",-5,8737414290,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Baseball Shirt - XXL,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2026744920/Image%20(24).jpg,v,6,10,2025-08-27,,,-4,,"Pat Boatman Sep 12, 2025 3:17 PM",-4,8737415268,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Baseball Shirt - XXXL,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2026744152/Image%20(24).jpg,v,3,5,2025-08-27,,,-2,,"Pat Boatman Sep 12, 2025 3:17 PM",-2,8737415890,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
TZ Baseball Shirt - XS,Staple Item,,Needs Restock,https://qcausa.monday.com/protected_static/11070499/resources/2026745454/Image%20(24).jpg,v,0,5,2025-08-27,,,-5,,"Pat Boatman Sep 12, 2025 3:17 PM",,8737416484,m17byd3yz5v6p0rty8vhrvf20n7r5g5d,0
